user_db_id,would_publish,venue_db_id,field
148413,False,1647607,Sociology
147798,True,1655543,Engineering
147798,True,1648034,Engineering
147798,True,1653842,Engineering
147798,True,1647966,Engineering
147798,True,1648273,Engineering
147798,False,1648392,Engineering
147798,True,1648472,Engineering
147798,True,1648602,Engineering
147798,False,1647314,Engineering
147798,False,1647112,Engineering
147798,False,1652592,Engineering
147798,True,1648306,Engineering
147798,True,1647121,Engineering
147798,True,1649154,Engineering
147798,True,1649427,Engineering
147798,True,1649439,Engineering
147798,True,1649815,Engineering
147798,True,1650542,Engineering
147798,True,1650999,Engineering
147798,True,1652971,Engineering
147798,True,1654040,Engineering
147798,True,1656508,Engineering
147798,False,1666114,Engineering
148419,True,1647094,Physics
148419,True,1647367,Physics
148419,True,1648271,Physics
148419,True,1647118,Physics
148419,False,1651052,Physics
148419,True,1647179,Physics
148419,True,1647340,Physics
148419,True,1647500,Physics
148419,True,1647245,Physics
148419,True,1647350,Physics
148419,True,1647092,Physics
148419,True,1654270,Physics
148419,False,1647108,Physics
148419,False,1650766,Physics
148419,True,1651426,Physics
148419,False,1647113,Physics
148419,False,1648669,Physics
148419,False,1647203,Physics
148419,True,1647595,Physics
148419,True,1647129,Physics
148419,False,1647150,Physics
148419,True,1647166,Physics
148419,False,1647487,Physics
148419,True,1649348,Physics
148419,True,1697694,Physics
147995,True,1647118,Physics
147995,True,1647203,Physics
147995,True,1648094,Physics
147995,False,1647098,Physics
147995,False,1647216,Physics
147995,False,1648068,Physics
147995,False,1647113,Physics
147995,True,1647092,Physics
147995,True,1647094,Physics
147995,True,1647108,Physics
147995,False,1647101,Physics
147995,False,1647607,Physics
147995,True,1647245,Physics
147995,True,1654270,Physics
147995,True,1649589,Physics
147995,True,1649183,Physics
147995,True,1647112,Physics
147995,True,1647121,Physics
147995,True,1647236,Physics
147995,True,1647179,Physics
147995,True,1647500,Physics
147995,False,1647350,Physics
147995,True,1651426,Physics
148327,True,1658795,Business
148327,True,1680017,Business
148327,True,1662486,Business
148327,False,1654760,Business
148327,True,1656625,Business
148327,True,1656959,Business
148327,True,1658165,Business
148327,True,1658586,Business
148327,True,1652768,Business
148327,True,1648193,Business
148327,True,1661981,Business
148327,True,1655568,Business
148327,True,1648203,Business
148327,True,1650681,Business
148327,True,1649056,Business
148327,True,1650343,Business
148327,True,1653339,Business
148327,True,1648613,Business
148327,True,1651282,Business
148327,True,1659092,Business
148327,True,1658824,Business
148327,True,1654005,Business
148327,False,1654001,Business
148327,True,1655371,Business
148327,True,1670017,Business
148327,True,1647092,Business
148327,True,1647094,Business
148327,True,1647108,Business
148327,True,1653316,Business
148327,True,1650616,Business
148327,True,1651560,Business
148327,True,1658263,Business
148327,True,1669936,Business
148079,True,1648209,Psychology
148079,True,1650715,Psychology
148079,True,1647096,Psychology
148079,True,1647094,Psychology
148079,True,1647108,Psychology
148079,False,1647119,Psychology
148079,False,1647180,Psychology
148079,False,1647210,Psychology
148079,True,1647092,Psychology
148079,False,1647101,Psychology
148079,False,1647607,Psychology
148079,False,1647227,Psychology
148079,True,1650113,Psychology
148079,False,1659942,Psychology
148079,False,1648890,Psychology
148079,False,1647320,Psychology
148079,False,1649660,Psychology
148079,False,1651215,Psychology
148079,False,1647118,Psychology
148079,False,1647235,Psychology
148079,False,1647373,Psychology
148079,False,1648051,Psychology
148079,False,1648536,Psychology
147961,True,1648524,Sociology
147961,True,1656606,Sociology
147961,True,1664661,Sociology
147961,False,1647407,Sociology
147961,True,1647434,Sociology
147961,True,1647709,Sociology
147961,True,1647839,Sociology
147961,False,1648176,Sociology
147961,True,1647555,Sociology
147961,False,1647666,Sociology
147961,True,1658577,Sociology
147961,False,1648093,Sociology
147961,False,1653111,Sociology
147961,False,1649142,Sociology
147961,True,1662981,Sociology
147961,True,1647094,Sociology
147961,True,1647092,Sociology
147961,True,1647108,Sociology
147961,False,1647101,Sociology
147961,False,1647607,Sociology
147961,False,1657808,Sociology
147961,False,1647125,Sociology
147961,False,1647410,Sociology
148281,True,1647094,Biology
148281,True,1647827,Biology
148281,True,1650119,Biology
148281,False,1647440,Biology
148281,False,1647543,Biology
148281,False,1648048,Biology
148281,True,1647092,Biology
148281,True,1647108,Biology
148281,False,1647101,Biology
148281,False,1647607,Biology
148281,True,1647649,Biology
148281,True,1648390,Biology
148281,True,1647638,Biology
148281,True,1650126,Biology
148281,True,1648393,Biology
148281,True,1649160,Biology
148281,True,1653112,Biology
148281,True,1649766,Biology
148281,False,1648161,Biology
148281,False,1647774,Biology
148281,False,1649191,Biology
148281,True,1648936,Biology
148281,False,1647096,Biology
148262,True,1648524,Sociology
148262,True,1650744,Sociology
148262,True,1660057,Sociology
148262,True,1647590,Sociology
148262,False,1647675,Sociology
148262,True,1647709,Sociology
148262,False,1647793,Sociology
148262,False,1648054,Sociology
148262,True,1647555,Sociology
148262,True,1664286,Sociology
148262,False,1653909,Sociology
148262,True,1657808,Sociology
148262,False,1653111,Sociology
148262,False,1647410,Sociology
148262,False,1648093,Sociology
148262,True,1656606,Sociology
148262,False,1658577,Sociology
148262,True,1662981,Sociology
148262,True,1656211,Sociology
148262,True,1655641,Sociology
148262,False,1664873,Sociology
148262,False,1664501,Sociology
148262,False,1647094,Sociology
148262,True,1650513,Sociology
151119,True,1648971,Computer science
151119,True,1712937,Computer science
151119,True,1712939,Computer science
151119,False,1647128,Computer science
151119,False,1647192,Computer science
151119,False,1647819,Computer science
151119,True,1650344,Computer science
151119,True,1652267,Computer science
151119,True,1650647,Computer science
151119,True,1648003,Computer science
151119,True,1650193,Computer science
151119,True,1648487,Computer science
151119,True,1649636,Computer science
151119,True,1654448,Computer science
151119,False,1648047,Computer science
151119,True,1656846,Computer science
151119,False,1654210,Computer science
151119,False,1647426,Computer science
151119,True,1651758,Computer science
151119,True,1649447,Computer science
151119,False,1649713,Computer science
151119,True,1648951,Computer science
151119,True,1651415,Computer science
147594,True,1652156,Psychology
147594,True,1663221,Psychology
147594,True,1711154,Psychology
147594,True,1647164,Psychology
147594,True,1647211,Psychology
147594,True,1647235,Psychology
147594,True,1647238,Psychology
147594,True,1647411,Psychology
147594,True,1648597,Psychology
147594,True,1654390,Psychology
147594,True,1647101,Psychology
147594,True,1647108,Psychology
147594,True,1647094,Psychology
147594,True,1647092,Psychology
147594,True,1647607,Psychology
147594,True,1647373,Psychology
147594,True,1647807,Psychology
147594,True,1647456,Psychology
147594,True,1647542,Psychology
147594,False,1648152,Psychology
147594,True,1648523,Psychology
147594,False,1649620,Psychology
147594,False,1649773,Psychology
147594,True,1664954,Psychology
147594,True,1664607,Psychology
147594,True,1655170,Psychology
147594,True,1666142,Psychology
147594,True,1689081,Psychology
147594,True,1688661,Psychology
147594,True,1681711,Psychology
147594,True,1647096,Psychology
147594,True,1656264,Psychology
147594,True,1710376,Psychology
147842,True,1666739,Business
147842,True,1653438,Business
147842,True,1651504,Business
147842,False,1647100,Business
147842,False,1647107,Business
147842,False,1647109,Business
147842,False,1651340,Business
147842,True,1648285,Business
147842,True,1650229,Business
147842,False,1655156,Business
147842,True,1658073,Business
147842,False,1648613,Business
147842,True,1655934,Business
147842,False,1651149,Business
147842,False,1650511,Business
147842,True,1654469,Business
147842,True,1649078,Business
147842,False,1653316,Business
147842,False,1650616,Business
147842,False,1651560,Business
147842,False,1665317,Business
147842,True,1648890,Business
147842,False,1671601,Business
147897,True,1647094,Physics
147897,True,1649748,Physics
147897,True,1647487,Physics
147897,True,1647129,Physics
147897,True,1647166,Physics
147897,False,1647465,Physics
147897,True,1647588,Physics
147897,False,1648126,Physics
147897,True,1647150,Physics
147897,True,1647092,Physics
147897,True,1650393,Physics
147897,True,1647977,Physics
147897,True,1647108,Physics
147897,True,1647144,Physics
147897,True,1647273,Physics
147897,False,1647101,Physics
147897,False,1647607,Physics
147897,True,1648236,Physics
147897,False,1648720,Physics
147897,False,1647118,Physics
147897,True,1665245,Physics
147897,True,1648874,Physics
147897,False,1647852,Physics
147897,True,1660597,Physics
147662,True,1650953,Mathematics
147662,True,1663740,Mathematics
147662,True,1683379,Mathematics
147662,False,1647096,Mathematics
147662,False,1647247,Mathematics
147662,False,1647380,Mathematics
147662,True,1652563,Mathematics
147662,True,1657109,Mathematics
147662,True,1648479,Mathematics
147662,True,1647461,Mathematics
147662,True,1650692,Mathematics
147662,True,1648820,Mathematics
147662,False,1649124,Mathematics
147662,True,1658873,Mathematics
147662,True,1647539,Mathematics
147662,True,1647240,Mathematics
147662,True,1648637,Mathematics
147662,True,1658269,Mathematics
147662,True,1650877,Mathematics
147662,False,1649376,Mathematics
147662,True,1653263,Mathematics
147662,True,1656098,Mathematics
147662,False,1647887,Mathematics
147766,True,1650343,Economics
147766,True,1653339,Economics
147766,True,1676660,Economics
147766,False,1647102,Economics
147766,False,1647119,Economics
147766,False,1647130,Economics
147766,True,1649056,Economics
147766,True,1648203,Economics
147766,True,1650681,Economics
147766,True,1651282,Economics
147766,True,1648193,Economics
147766,True,1652768,Economics
147766,True,1655568,Economics
147766,True,1654001,Economics
147766,True,1651262,Economics
147766,True,1650235,Economics
147766,True,1652322,Economics
147766,True,1660887,Economics
147766,True,1658190,Economics
147766,False,1647874,Economics
147766,False,1654527,Economics
147766,False,1653733,Economics
147766,True,1647543,Economics
150972,True,1647118,Physics
150972,True,1647367,Physics
150972,True,1647496,Physics
150972,False,1647185,Physics
150972,False,1703858,Physics
150972,True,1647340,Physics
150972,True,1647179,Physics
150972,True,1647500,Physics
150972,True,1647245,Physics
150972,True,1654270,Physics
150972,True,1647113,Physics
150972,True,1647092,Physics
150972,True,1647094,Physics
150972,True,1647108,Physics
150972,True,1650766,Physics
150972,True,1648669,Physics
150972,True,1647203,Physics
150972,True,1651426,Physics
150972,True,1647350,Physics
150972,False,1647101,Physics
150972,False,1647607,Physics
150972,False,1648204,Physics
150972,True,1647628,Physics
147552,True,1663821,Mathematics
147552,True,1649124,Mathematics
147552,True,1647461,Mathematics
147552,False,1647240,Mathematics
147552,True,1648479,Mathematics
147552,True,1648637,Mathematics
147552,False,1648813,Mathematics
147552,True,1650692,Mathematics
147552,True,1650953,Mathematics
147552,False,1648820,Mathematics
147552,True,1647887,Mathematics
147552,True,1650877,Mathematics
147552,True,1658269,Mathematics
147552,False,1649376,Mathematics
147552,False,1651246,Mathematics
147552,True,1657109,Mathematics
147552,False,1653263,Mathematics
147552,False,1647539,Mathematics
147552,True,1676888,Mathematics
147552,False,1658873,Mathematics
147552,False,1651231,Mathematics
147552,False,1651135,Mathematics
147552,False,1649761,Mathematics
147552,True,1653692,Mathematics
147552,True,1652563,Mathematics
148438,True,1653749,Psychology
148438,True,1659149,Psychology
148438,True,1662860,Psychology
148438,False,1647280,Psychology
148438,False,1647819,Psychology
148438,False,1650254,Psychology
148438,False,1648511,Psychology
148438,False,1655472,Psychology
148438,False,1654056,Psychology
148438,False,1655252,Psychology
148438,False,1650616,Psychology
148438,False,1653588,Psychology
148438,True,1648890,Psychology
148438,True,1648093,Psychology
148438,True,1650354,Psychology
148438,False,1647792,Psychology
148438,True,1651804,Psychology
148438,False,1652761,Psychology
148438,False,1650113,Psychology
148438,True,1651281,Psychology
148438,True,1647094,Psychology
148438,False,1647092,Psychology
148438,True,1647108,Psychology
148420,True,1647941,Engineering
148420,True,1648392,Engineering
148420,True,1653297,Engineering
148420,False,1647146,Engineering
148420,True,1648294,Engineering
148420,True,1648396,Engineering
148420,True,1648435,Engineering
148420,False,1648750,Engineering
148420,True,1651223,Engineering
148420,True,1652289,Engineering
148420,True,1651889,Engineering
148420,False,1648243,Engineering
148420,False,1648666,Engineering
148420,False,1649776,Engineering
148420,False,1648385,Engineering
148420,False,1659479,Engineering
148420,True,1650905,Engineering
148420,False,1647544,Engineering
148420,False,1647443,Engineering
148420,False,1648090,Engineering
148420,False,1647565,Engineering
148420,False,1654346,Engineering
148420,False,1656904,Engineering
148133,True,1649636,Computer science
148133,True,1647841,Computer science
148133,True,1653748,Computer science
148133,False,1647098,Computer science
148133,False,1647104,Computer science
148133,False,1647118,Computer science
148133,True,1648487,Computer science
148133,True,1654448,Computer science
148133,True,1656846,Computer science
148133,True,1648047,Computer science
148133,True,1649447,Computer science
148133,True,1649713,Computer science
148133,True,1656415,Computer science
148133,True,1654210,Computer science
148133,True,1648984,Computer science
148133,False,1651464,Computer science
148133,False,1647937,Computer science
148133,True,1647092,Computer science
148133,True,1647094,Computer science
148133,True,1647108,Computer science
148133,False,1647101,Computer science
148133,False,1647607,Computer science
148133,False,1647320,Computer science
150700,True,1647094,Physics
150700,True,1647118,Physics
150700,True,1647129,Physics
150700,False,1647098,Physics
150700,True,1649476,Physics
150700,False,1670604,Physics
150700,True,1674341,Physics
150700,False,1674397,Physics
150700,False,1647150,Physics
150700,True,1647092,Physics
150700,False,1647144,Physics
150700,True,1647166,Physics
150700,False,1647108,Physics
150700,False,1647487,Physics
150700,True,1647223,Physics
150700,False,1657067,Physics
150700,False,1650393,Physics
150700,False,1647462,Physics
150700,True,1649748,Physics
150700,False,1648676,Physics
150700,False,1647607,Physics
150700,False,1647273,Physics
150700,True,1647245,Physics
147908,True,1648093,Psychology
147908,True,1651804,Psychology
147908,True,1648220,Psychology
147908,True,1647096,Psychology
147908,False,1647280,Psychology
147908,False,1647405,Psychology
147908,False,1647414,Psychology
147908,True,1648890,Psychology
147908,True,1650354,Psychology
147908,True,1647094,Psychology
147908,True,1647092,Psychology
147908,False,1647108,Psychology
147908,False,1647101,Psychology
147908,False,1647607,Psychology
147908,True,1650113,Psychology
147908,False,1649660,Psychology
147908,False,1659942,Psychology
147908,True,1652963,Psychology
147908,True,1647792,Psychology
147908,False,1648096,Psychology
147908,False,1653863,Psychology
147908,True,1648511,Psychology
147908,False,1652336,Psychology
148223,True,1663368,Psychology
148223,True,1648972,Psychology
148223,True,1662272,Psychology
148223,True,1647094,Psychology
148223,False,1647096,Psychology
148223,False,1647105,Psychology
148223,True,1647178,Psychology
148223,True,1647254,Psychology
148223,True,1647092,Psychology
148223,True,1647108,Psychology
148223,False,1647101,Psychology
148223,True,1647607,Psychology
148223,True,1647125,Psychology
148223,True,1647091,Psychology
148223,True,1647097,Psychology
148223,True,1647093,Psychology
148223,False,1647181,Psychology
148223,False,1647582,Psychology
148223,False,1647128,Psychology
148223,True,1647251,Psychology
148223,False,1647380,Psychology
148223,False,1647320,Psychology
148223,False,1647415,Psychology
148223,True,1649149,Psychology
148223,True,1651281,Psychology
148223,True,1672403,Psychology
148223,True,1650063,Psychology
148223,True,1650477,Psychology
150359,True,1648464,Psychology
150359,True,1660339,Psychology
150359,True,1673506,Psychology
150359,True,1647107,Psychology
150359,True,1651063,Psychology
150359,True,1651463,Psychology
150359,True,1658116,Psychology
150359,True,1659690,Psychology
150359,True,1657417,Psychology
150359,False,1663692,Psychology
150359,False,1650354,Psychology
150359,False,1667646,Psychology
150359,True,1650715,Psychology
150359,True,1652016,Psychology
150359,True,1650682,Psychology
150359,False,1659942,Psychology
150359,True,1663312,Psychology
150359,True,1668719,Psychology
150359,True,1693959,Psychology
150359,True,1699562,Psychology
150359,False,1704787,Psychology
150359,True,1650273,Psychology
150359,True,1663313,Psychology
147775,True,1656959,Business
147775,True,1658824,Business
147775,True,1680017,Business
147775,True,1648613,Business
147775,False,1653556,Business
147775,True,1658795,Business
147775,True,1676563,Business
147775,True,1661981,Business
147775,True,1652768,Business
147775,True,1648193,Business
147775,True,1655568,Business
147775,True,1648203,Business
147775,False,1650343,Business
147775,False,1650681,Business
147775,True,1649056,Business
147775,True,1653316,Business
147775,True,1651560,Business
147775,True,1653111,Business
147775,False,1650616,Business
147775,True,1657589,Business
147775,False,1653339,Business
147775,True,1659092,Business
147775,False,1654005,Business
149481,True,1647607,Biology
149481,True,1651595,Biology
149481,True,1647714,Biology
149481,False,1647093,Biology
149481,True,1647094,Biology
149481,True,1647096,Biology
149481,True,1647560,Biology
149481,True,1647705,Biology
149481,True,1647092,Biology
149481,True,1647108,Biology
149481,True,1647101,Biology
149481,True,1647542,Biology
149481,True,1647807,Biology
149481,False,1647456,Biology
149481,False,1647235,Biology
149481,False,1647373,Biology
149481,False,1647730,Biology
149481,True,1647851,Biology
149481,True,1648316,Biology
149481,True,1648897,Biology
149481,True,1649773,Biology
149481,True,1650717,Biology
149481,True,1651393,Biology
149083,True,1656274,Psychology
149083,True,1651416,Psychology
149083,True,1694670,Psychology
149083,False,1647913,Psychology
149083,True,1652266,Psychology
149083,True,1653138,Psychology
149083,True,1653557,Psychology
149083,True,1655923,Psychology
149083,True,1647580,Psychology
149083,True,1651775,Psychology
149083,True,1651703,Psychology
149083,True,1648713,Psychology
149083,True,1658706,Psychology
149083,True,1659526,Psychology
149083,True,1660678,Psychology
149083,True,1663482,Psychology
149083,False,1648890,Psychology
149083,True,1650159,Psychology
149083,False,1651435,Psychology
149083,False,1650352,Psychology
149083,True,1668404,Psychology
149083,True,1672306,Psychology
149083,False,1681555,Psychology
147827,True,1647129,Physics
147827,True,1647487,Physics
147827,True,1647150,Physics
147827,True,1647166,Physics
147827,True,1650393,Physics
147827,True,1649748,Physics
147827,True,1647092,Physics
147827,True,1647094,Physics
147827,True,1647108,Physics
147827,False,1647101,Physics
147827,False,1647607,Physics
147827,True,1647977,Physics
147827,True,1647118,Physics
147827,True,1665245,Physics
147827,False,1648236,Physics
147827,False,1647144,Physics
147827,False,1648676,Physics
147827,False,1647113,Physics
147827,False,1647203,Physics
147827,True,1654577,Physics
147827,True,1647245,Physics
147827,True,1654270,Physics
147827,False,1647179,Physics
147715,True,1651758,Computer science
147715,True,1648769,Computer science
147715,True,1648951,Computer science
147715,False,1647100,Computer science
147715,False,1647127,Computer science
147715,False,1647152,Computer science
147715,True,1651438,Computer science
147715,True,1656846,Computer science
147715,True,1649636,Computer science
147715,True,1648487,Computer science
147715,True,1648047,Computer science
147715,True,1649447,Computer science
147715,True,1649713,Computer science
147715,True,1656415,Computer science
147715,True,1654448,Computer science
147715,True,1654210,Computer science
147715,False,1648984,Computer science
147715,True,1647092,Computer science
147715,True,1647094,Computer science
147715,False,1647108,Computer science
147715,True,1647937,Computer science
147715,True,1651122,Computer science
147715,True,1647543,Computer science
149131,True,1651363,Chemistry
149131,True,1647908,Chemistry
149131,True,1647646,Chemistry
149131,False,1647098,Chemistry
149131,True,1647100,Chemistry
149131,True,1647118,Chemistry
149131,False,1647146,Chemistry
149131,False,1647147,Chemistry
149131,True,1647094,Chemistry
149131,True,1647092,Chemistry
149131,True,1647108,Chemistry
149131,False,1647101,Chemistry
149131,False,1647607,Chemistry
149131,True,1647152,Chemistry
149131,True,1647127,Chemistry
149131,True,1647459,Chemistry
149131,True,1647121,Chemistry
149131,True,1647112,Chemistry
149131,True,1647113,Chemistry
149131,True,1649368,Chemistry
149131,True,1647173,Chemistry
149131,True,1647264,Chemistry
149131,True,1647177,Chemistry
149131,True,1647872,Chemistry
149131,True,1647610,Chemistry
150337,True,1653213,Mathematics
150337,True,1655966,Mathematics
150337,True,1649094,Mathematics
150337,True,1648217,Mathematics
150337,True,1653000,Mathematics
150337,True,1655499,Mathematics
150337,True,1658431,Mathematics
150337,True,1660486,Mathematics
150337,False,1648713,Mathematics
150337,True,1651169,Mathematics
150337,False,1651435,Mathematics
150337,True,1651424,Mathematics
150337,True,1660469,Mathematics
150337,True,1660869,Mathematics
150337,False,1662981,Mathematics
150337,False,1648096,Mathematics
150337,True,1663061,Mathematics
150337,False,1669910,Mathematics
150337,True,1674602,Mathematics
150337,True,1677699,Mathematics
150337,True,1679999,Mathematics
150337,False,1685143,Mathematics
150337,True,1698119,Mathematics
150337,True,1657208,Mathematics
150337,True,1656275,Mathematics
150337,True,1663425,Mathematics
148169,True,1647841,Computer science
148169,True,1658799,Computer science
148169,True,1669153,Computer science
148169,False,1647280,Computer science
148169,True,1648342,Computer science
148169,False,1649142,Computer science
148169,False,1649573,Computer science
148169,True,1652544,Computer science
148169,False,1649803,Computer science
148169,True,1658215,Computer science
148169,True,1656272,Computer science
148169,True,1648191,Computer science
148169,True,1659881,Computer science
148169,True,1650808,Computer science
148169,True,1651758,Computer science
148169,True,1651415,Computer science
148169,True,1650586,Computer science
148169,True,1666423,Computer science
148169,True,1651568,Computer science
148169,False,1654777,Computer science
148169,False,1651275,Computer science
148169,False,1656488,Computer science
148169,False,1651039,Computer science
148169,True,1678122,Computer science
148169,True,1694741,Computer science
148169,True,1680353,Computer science
148957,True,1650681,Economics
148957,True,1648413,Economics
148957,True,1680197,Economics
148957,True,1648465,Economics
148957,True,1653261,Economics
148957,True,1656773,Economics
148957,True,1662051,Economics
148957,True,1677031,Economics
148957,True,1649056,Economics
148957,True,1648203,Economics
148957,True,1650343,Economics
148957,True,1653339,Economics
148957,True,1650235,Economics
148957,False,1651282,Economics
148957,False,1654001,Economics
148957,False,1651262,Economics
148957,True,1652322,Economics
148957,True,1647874,Economics
148957,True,1658190,Economics
148957,False,1648193,Economics
148957,True,1653733,Economics
148957,True,1657726,Economics
148957,False,1652768,Economics
148957,True,1675811,Economics
149073,True,1648524,Sociology
149073,True,1649621,Sociology
149073,True,1658136,Sociology
149073,True,1647108,Sociology
149073,True,1647555,Sociology
149073,True,1647590,Sociology
149073,True,1647709,Sociology
149073,True,1647839,Sociology
149073,True,1653909,Sociology
149073,False,1650513,Sociology
149073,True,1647094,Sociology
149073,True,1647092,Sociology
149073,False,1647101,Sociology
149073,False,1647607,Sociology
149073,False,1648535,Sociology
149073,True,1649768,Sociology
149073,True,1649904,Sociology
149073,True,1650177,Sociology
149073,False,1650207,Sociology
149073,True,1651333,Sociology
149073,True,1652111,Sociology
149073,True,1653059,Sociology
149073,False,1653251,Sociology
149073,True,1678990,Sociology
149073,True,1650744,Sociology
149073,True,1648737,Sociology
149073,True,1666022,Sociology
149073,True,1683072,Sociology
149073,True,1690869,Sociology
149073,True,1664286,Sociology
149073,True,1677653,Sociology
149073,True,1685811,Sociology
149073,True,1678135,Sociology
148987,True,1653909,Sociology
148987,True,1656606,Sociology
148987,True,1664661,Sociology
148987,True,1647555,Sociology
148987,True,1647590,Sociology
148987,True,1648549,Sociology
148987,True,1650513,Sociology
148987,True,1650744,Sociology
148987,True,1648524,Sociology
148987,True,1647709,Sociology
148987,True,1664286,Sociology
148987,True,1658577,Sociology
148987,True,1647839,Sociology
148987,False,1647666,Sociology
148987,False,1648093,Sociology
148987,True,1652464,Sociology
148987,False,1653761,Sociology
148987,False,1654126,Sociology
148987,True,1655146,Sociology
148987,True,1655205,Sociology
148987,True,1655641,Sociology
148987,True,1656914,Sociology
148987,True,1657809,Sociology
148987,True,1663375,Sociology
148987,True,1649185,Sociology
149468,True,1676795,Biology
149468,True,1650525,Biology
149468,True,1647989,Biology
149468,True,1647108,Biology
149468,True,1647092,Biology
149468,True,1647094,Biology
149468,True,1647607,Biology
149468,False,1647101,Biology
149468,True,1647235,Biology
149468,False,1647373,Biology
149468,False,1647807,Biology
149468,False,1647164,Biology
149468,True,1648303,Biology
149468,True,1649149,Biology
149468,True,1651393,Biology
149468,False,1647456,Biology
149468,False,1649773,Biology
149468,False,1647542,Biology
149468,False,1649508,Biology
149468,False,1647096,Biology
149468,True,1647243,Biology
149468,False,1647118,Biology
149468,False,1647774,Biology
149468,True,1689104,Biology
149403,True,1648157,Psychology
149403,True,1662466,Psychology
149403,True,1673681,Psychology
149403,True,1647108,Psychology
149403,True,1647787,Psychology
149403,True,1648390,Psychology
149403,True,1649422,Psychology
149403,False,1650514,Psychology
149403,True,1647092,Psychology
149403,True,1647094,Psychology
149403,False,1647607,Psychology
149403,False,1647101,Psychology
149403,True,1647096,Psychology
149403,True,1648161,Psychology
149403,False,1647649,Psychology
149403,True,1651468,Psychology
149403,True,1652054,Psychology
149403,True,1656613,Psychology
149403,False,1658286,Psychology
149403,False,1658321,Psychology
149403,True,1650828,Psychology
